cgpa,score,placed
5.84,5.81,0
7.49,7.09,0
5.51,5.79,0
6.94,6.98,0
7.76,8.17,0
7.52,7.99,0
7.2,7.3,0
5.34,5.15,0
9.67,9.47,1
5.74,5.96,0
6.17,6.55,0
8.41,8.49,1
6.56,6.77,0
8.74,9.11,0
8.58,8.59,0
7.41,7.28,0
5.64,6.1,1
8.95,8.84,0
9.22,9.49,0
10.08,9.9,1
6.62,6.39,0
7.01,7.46,0
7.64,8.04,0
6.02,6.44,0
7.83,8.27,0
8.24,8.15,1
6.32,6.79,0
6.53,6.85,0
8.03,8.27,1
6.36,6.3,0
10.07,9.58,1
6.51,6.91,0
4.94,5.05,0
9.88,9.94,0
7.31,7.35,0
6.09,6.5,1
9.34,9.45,0
6.21,6.26,1
9.42,9.44,0
9.49,9.09,0
6.02,6.12,0
7.49,7.25,0
8.47,8.96,0
8.51,8.22,1
9.35,9.23,0
6.76,6.44,0
6.02,6.2,0
7.69,7.84,0
9.47,9.51,1
6.74,6.42,0
7.96,7.73,0
9.15,8.73,1
9.35,9.14,0
5.56,6.01,0
9.12,8.67,1
7.33,7.5,0
5.39,5.73,0
7.03,6.63,1
7,6.89,0
5.89,5.9,0
6.97,6.57,1
5.96,5.52,0
6.93,7.39,0
7.9,7.88,0
9.02,8.67,1
7.79,8.26,0
9.86,9.59,0
6.48,6.82,0
7.24,7.54,0
8.17,8.64,0
9.04,9.34,0
6.87,6.73,0
6.93,7.08,0
8.38,7.97,0
6.81,6.81,0
9.45,9.06,0
7.3,7.24,0
8.9,8.64,1
5.99,6.22,0
7.96,8.18,0
8.19,7.9,0
8.19,8.11,1
7.76,8.14,0
6.4,6.51,0
9.93,9.72,0
7.7,8.12,0
5.58,5.38,0
5.93,5.91,0
6.27,6.46,0
5.76,6.05,0
9.43,9.9,0
8.52,8.16,0
9.02,8.54,0
6.92,6.74,0
5.41,5.67,0
5.73,5.73,0
9.23,9.31,1
7.76,8.03,1
9.39,9.16,1
6.57,6.94,0
9.61,9.95,1
5.63,5.79,0
9.47,9.11,0
8.1,8.06,0
7.63,7.69,0
9.02,9.33,1
8.96,8.67,0
8.09,7.9,0
6.73,6.92,0
7.92,8.39,0
5.76,5.88,0
7.06,6.62,0
8.29,8.41,1
6.7,6.55,0
5.85,5.65,1
8.04,7.89,0
8.48,8.68,0
7.09,6.86,0
9.32,9.72,0
9.1,8.94,0
8.27,8.73,0
5.32,5.11,0
6.73,6.47,0
6.7,7.13,0
10.01,9.84,0
5.39,5.54,0
7.92,8.14,0
9.26,9.42,1
9.06,9.39,0
7.12,7.21,0
9.79,9.99,1
10.12,9.84,1
5.86,5.54,0
9.44,9.5,0
5.85,5.73,0
6,6.21,0
9.58,9.49,0
8.42,8.45,0
5.93,5.95,0
6.27,6.22,0
8.07,7.92,0
8.67,8.41,0
6.23,6.41,0
9.35,9.49,0
6.02,6.29,0
5.89,5.73,0
6.64,6.26,0
5.69,5.36,0
5.43,5.35,0
5.46,5.79,0
6.12,5.98,0
8.37,8.78,0
5.77,5.79,0
9.32,9.64,1
8.22,7.98,0
9.57,9.98,1
8.03,8.03,0
6.11,5.69,0
6.49,6.1,0
9.39,9.67,1
6.89,6.43,0
8.16,7.97,1
5.82,5.74,0
7.34,7.22,0
9.78,9.47,1
9.18,9.6,0
7.33,6.98,0
6.31,6.33,0
7.86,7.47,0
5.56,6.02,0
5.53,5.16,0
7.62,7.24,0
9.55,9.23,0
8.36,8.56,1
6.25,6.15,0
6.81,6.92,0
6.72,6.58,0
9.84,9.91,0
6.86,7.32,0
8.56,8.43,0
6.59,6.83,0
9.06,9.26,0
8.29,8.41,0
9.04,8.87,1
6.21,6.46,0
10,9.55,1
5.63,5.9,0
5.53,5.38,1
9.15,8.75,0
9.25,9.09,0
8.76,8.67,0
9.17,9.42,0
4.87,5.29,0
5.9,6.12,0
5.42,5.42,0
8.91,8.95,0
7.46,7.47,0
7.33,6.86,0
7.56,7.94,0
5.18,5.31,0
6.74,6.25,0
8.41,8.43,0
5.21,5.16,0
6.77,6.56,0
5.51,5.25,0
7.39,7.27,0
10.17,9.67,0
5.14,5.37,0
6.13,6.44,0
5.24,5.46,0
10.37,9.92,0
6.3,6.16,0
8.25,8.42,1
7.62,7.45,1
5.79,5.41,0
7.62,7.63,0
7.01,6.77,1
8.8,9.03,0
9.05,9.31,0
5.91,6.39,0
7.88,8.18,0
6.39,6.11,0
5.91,5.71,0
9.47,9.18,0
5.45,5.84,0
8.74,9.13,0
6.66,6.36,0
9.29,9.13,1
8.98,9.01,0
7.47,7.14,0
9.37,9.61,0
5.9,5.56,0
6.96,6.87,1
8.6,8.14,1
4.94,5.05,0
5.27,5.31,0
7.62,7.48,0
7.28,7.57,0
6.38,6.18,0
7.76,7.69,0
6.88,6.81,0
5.86,5.8,0
10,9.95,1
5.17,5.12,0
8.26,8.67,0
9.38,9.35,1
5.73,5.89,0
6.6,6.93,0
6.13,6.59,0
7.78,7.47,0
5.57,5.27,0
8.51,8.61,1
8.8,8.61,1
9.06,9.22,1
9.59,9.92,0
8.68,9.07,1
9.38,9.71,0
9.36,9.7,0
6.16,6.62,0
6.33,6.02,0
8.44,8.05,1
8.66,8.82,0
9.29,9.51,0
8.82,8.56,0
4.75,5.21,0
9.43,9.19,0
9.74,9.51,0
9.2,8.7,0
9.07,8.97,0
5.49,5.58,0
9.47,9.14,0
5.92,5.81,0
6.73,7.2,0
6.6,6.69,0
5.83,5.97,0
9.3,9.51,1
10.19,9.86,1
5.47,5.77,0
8.47,8.58,1
4.89,5.27,0
9.6,9.36,0
5.95,5.94,0
7.72,7.35,0
7.22,6.97,0
5.41,5.2,0
6.12,6.61,0
6.58,6.59,0
9.3,8.91,0
9.66,9.98,0
7.57,7.69,0
7.86,7.66,0
9.79,9.93,0
5.55,5.31,0
9.15,9.6,0
9.14,8.71,0
7.23,7.06,0
7.84,8.23,0
5.84,5.41,0
6.6,6.22,0
4.65,5.08,0
7.91,8.13,0
8.94,8.89,0
6.17,6.27,0
8.19,7.86,0
5.72,5.5,0
9.29,9.55,1
7.16,7.04,0
8.5,8.47,1
8.97,9.05,1
5.84,5.45,0
8.73,8.68,0
9.32,9.35,0
8.45,8.64,1
7.18,7.55,0
5.31,5.13,0
9.19,9.64,0
5.85,5.88,0
9.76,9.81,0
6.51,6.97,0
6.87,6.52,0
8.53,8.19,0
6.8,6.48,0
9.05,9.35,0
8.14,8.6,0
10.04,9.74,0
8.34,8.8,0
5.57,5.83,0
7.31,7.76,1
7.57,7.54,0
5.17,5.63,0
7.03,7.37,0
8.05,7.91,1
4.58,5.02,1
7.57,7.96,0
8.49,8.08,1
9.58,9.98,0
5.39,5.3,0
5.66,5.26,0
6.07,5.57,0
9.33,8.99,1
6.72,6.42,0
7.79,7.97,0
5.62,5.52,0
7.96,8.27,0
5.87,6.13,0
8.84,8.84,1
6.2,6.49,0
8.57,8.22,0
6.34,6.8,0
7.78,8.07,0
9.45,9.07,0
8.63,8.89,1
6.75,6.71,0
7.43,7.42,0
8.13,8.05,1
7.46,7.83,0
7.76,7.59,0
6.94,7.35,0
7.64,7.64,0
4.69,5,0
9.35,9.73,0
7.62,7.98,0
7.64,7.25,0
6.55,6.34,0
6.46,6.04,0
6.63,6.5,0
8.63,8.92,1
10.19,9.92,0
8.89,8.87,1
7.82,7.99,0
6.53,6.18,0
6.76,6.58,0
10.12,9.84,0
9.43,9.69,0
6.18,6.33,0
10.44,9.97,0
6.04,6.52,0
5.03,5.24,0
8.55,8.21,1
6.98,6.49,0
7.43,7.6,0
7.2,7.36,0
7.16,7.5,0
7.44,7.43,0
9.45,9.67,1
6.38,6.38,0
6.26,6.73,0
8.16,8,1
7.42,7.59,0
6.89,6.46,0
10.09,9.92,1
6.92,7.19,1
5.55,5.05,0
5.56,5.32,0
6.22,6,0
7.74,7.79,0
6.32,6.81,0
5.59,5.32,0
6.6,6.2,0
5.57,5.75,0
5.25,5.17,0
9.04,9.24,0
9.51,9.08,0
8.73,9,0
6.15,6.16,0
7.02,7.44,0
9.83,9.6,1
9.63,9.16,0
9.73,9.7,1
8.05,8.17,0
6.46,5.97,0
5.32,5.48,0
7.83,7.62,0
7.47,7.54,0
6.03,5.8,0
9.55,9.51,1
9.5,9.13,0
8.52,8.92,0
6.55,6.68,0
9.54,9.63,0
7.8,7.51,0
9.44,9.58,0
8.27,8.71,0
8.35,8.59,1
8.98,9.29,0
10.04,9.56,0
9.67,9.18,1
9.3,9.59,0
6.19,6.16,0
7.41,7.18,0
9.62,9.45,0
5.66,5.62,0
5.86,5.73,0
5.26,5.61,0
8.51,8.04,1
8.68,8.8,1
6.52,6.96,0
5.89,5.83,0
5.38,5.13,0
7.78,7.33,0
7.62,7.4,0
9.03,8.54,1
6.44,6.26,0
6.84,7.18,0
8.34,8.42,0
6.49,6.39,0
8.29,8.75,0
8.24,8.73,0
5.62,5.22,0
7.92,8.33,0
7.66,7.34,0
8.69,8.91,1
8.14,8.35,0
9.33,9.29,0
5.05,5.02,1
6.9,6.82,0
9.61,9.48,0
5.2,5.31,0
10.38,9.89,0
7.01,7.21,0
6.31,6.54,0
5.13,5.22,0
9.92,9.73,1
5.28,5.02,0
6.16,6.59,0
8.13,8.52,0
9.5,9.95,0
5.96,6.42,0
9.99,9.67,0
7.31,7.79,0
9.42,9.21,0
6.45,6.52,0
6.9,6.69,0
5.57,5.2,1
8.48,8.16,0
7.84,7.44,0
7.32,7.72,0
7.06,7.3,0
6.28,6.29,0
5.24,5.06,0
7.18,7.29,0
6.15,6.51,0
5.31,5.55,0
8.32,7.92,0
8.1,8.33,1
6.86,7.28,0
5.2,5.07,0
8.12,7.72,0
9.96,9.48,0
7.71,8.05,1
8.15,7.8,0
8.1,8.05,0
4.92,5.27,0
10.25,9.82,1
8.82,8.61,0
8.86,9.02,0
6.74,6.73,0
7.62,7.89,0
7.07,6.7,0
6.66,7.07,0
8.88,8.87,1
7.56,7.2,0
5.62,5.7,0
7.38,7.45,0
7.84,7.63,0
6.73,6.92,0
8.37,7.94,1
8.36,8.16,0
5.52,5.4,0
6.66,6.51,0
6.66,6.54,0
7.27,7.21,0
5.03,5.5,0
8,7.98,0
9.71,9.22,0
6.46,6.31,0
5.56,5.25,0
6.65,6.46,0
8.64,8.66,0
7.98,8.27,0
7.23,6.81,0
4.87,5.15,0
5.46,5.51,0
7.8,8.02,0
5.75,5.33,0
6.73,6.63,0
7.78,7.46,0
8.2,8.29,0
9.71,9.24,0
5.97,6.26,0
8.02,8.24,0
8.49,8.41,1
6.39,6.02,0
7.23,6.91,0
6.71,6.51,0
6.61,6.3,1
5.62,5.22,1
9.22,9.65,1
6.97,7.32,0
9.53,9.77,0
7.58,8.07,0
9.41,9.28,1
9.86,9.89,1
9.92,9.59,0
6.42,6.69,0
5.66,6.03,0
8.55,8.49,0
7.55,7.07,0
7.33,7.19,0
8.57,8.43,0
9.14,9.31,0
5.25,5.65,0
7.49,7.34,0
8.97,9.16,0
7.38,7.69,0
8.14,8.02,1
9.87,9.89,0
6.29,6.12,0
7.65,7.82,0
5.64,5.61,0
7.44,7.57,0
9.28,9.47,0
9.25,9.42,0
6.57,7,0
6.43,6.19,0
8.94,9.07,0
5.57,5.22,0
8.11,8.15,0
8.86,9.16,0
9.26,9.56,0
9.79,9.52,0
7.47,7.03,0
8.92,9.34,1
8.73,8.82,1
8.22,8.16,0
8.92,8.73,0
7.94,7.49,0
9.16,9.36,1
8.14,8.18,1
9.03,9.27,1
7.85,7.73,0
6.1,5.76,0
6.89,6.55,0
7.45,7.8,0
9.96,9.51,1
7.53,7.31,0
9.5,9.07,1
7.38,7.25,0
7.51,7.47,0
6.92,6.71,0
7.89,7.8,0
8.5,8.99,1
7.09,6.76,0
5.47,5.12,0
7.8,8.07,1
7.3,7.37,0
9.06,8.65,0
6.33,6.52,0
6.62,6.87,0
9.35,9.32,0
8.6,8.21,0
8.53,8.15,0
8.02,7.7,1
5.54,5.27,0
8.55,8.98,0
8.12,7.69,1
6.39,6.46,0
7.27,6.94,0
8.63,9.12,1
5.39,5.72,0
7.95,8.04,0
9.26,9.15,0
6.76,6.84,0
8.93,8.79,0
9.44,9,1
9.28,9.78,0
7.23,7.56,0
4.7,5.11,0
8.71,8.22,0
6.08,5.7,0
5.61,5.13,0
5.58,5.42,0
6.71,6.38,0
8.91,9.06,1
8.57,8.86,1
9.07,8.8,0
9.53,9.93,0
8.85,8.81,0
8.89,8.87,1
9.52,9.77,0
5.62,5.42,0
6.03,5.93,0
8.25,8.45,0
7.42,7.63,0
8.89,8.86,0
6.16,6,0
6.94,6.53,0
7.47,6.99,0
6.62,6.27,0
8.85,9.34,1
5.41,5.23,0
6.14,5.96,0
7.23,7.36,0
7.97,7.5,0
6.32,6.04,0
10.17,9.88,1
8.44,8.73,0
10.23,9.99,0
6.94,7.43,0
5.77,6.12,0
7.29,7.47,0
8.39,8.51,0
6.61,6.67,0
5.92,5.58,0
6.8,7.21,0
6.35,6.29,0
9.43,9.93,0
9.17,8.69,0
5.05,5.31,0
6.26,6.24,0
6.72,6.79,0
9.32,9.68,0
8.25,7.92,0
7.15,6.96,0
8.49,8.47,0
8.8,9.16,1
8.46,8.11,1
8.58,9.01,1
8.06,7.57,1
6.78,6.95,0
5.23,5.2,0
7.86,7.57,0
8.31,8.79,0
4.81,5.07,0
6.71,6.62,0
9.51,9.21,0
5.97,6.11,0
8.79,9.18,1
8.56,8.36,1
8.13,8.31,1
9.14,9.24,0
7.61,7.9,1
9.86,9.74,0
10.05,9.64,1
8.4,8.17,0
6.53,6.29,0
5.56,5.82,0
7.69,8.18,0
5.86,6.27,0
5.4,5.69,0
6.46,6.27,0
9.02,8.83,1
7.77,7.64,0
6.03,6.28,1
6.43,6.4,0
7.29,7.41,0
5.88,5.48,0
6.09,6.17,0
6.56,6.57,0
9.14,9.45,0
7.21,7.53,0
8.02,8.03,1
5.47,5.35,1
7.56,7.65,0
8.92,9.03,0
7.28,6.79,0
8.98,9.45,1
6.74,6.62,0
5.28,5.67,0
5.36,5.57,0
5.68,5.85,0
6.84,7.2,0
6.56,6.93,0
7.52,7.29,0
7.32,7.42,0
7.56,7.96,0
5.56,5.5,0
5.88,6.25,0
6.9,6.64,0
8.62,8.6,0
7.18,7.17,0
8.28,8.22,1
8.4,7.93,1
7.58,7.63,0
8.36,8.44,0
7.29,7.2,0
7.98,7.49,0
7.18,6.93,0
7.19,6.78,0
8.63,8.19,0
5.53,5.28,0
5.71,5.83,0
6.15,6.03,0
6.98,6.98,0
5.03,5.23,0
9,9.36,1
8.51,8.06,0
6.98,6.66,0
9.58,9.26,0
6.69,6.85,0
9.29,9.03,1
8.19,7.87,0
8.67,8.69,0
8.09,7.88,0
5.18,5.35,0
8.1,8.43,0
6.27,5.85,0
5.87,6.34,0
9.65,9.57,1
5.48,5.8,0
7.23,7.72,0
5.55,5.73,0
8.49,8.69,0
5.41,5.08,0
9.84,9.42,0
7.95,8.03,0
5.19,5.55,0
6.98,7.3,0
5.46,5.05,0
7.55,7.43,0
9.57,9.76,0
5.72,6.09,0
6.32,6.74,0
9.86,9.61,1
9.01,8.6,0
6.05,6.29,0
8.01,8.32,0
9.82,9.45,0
6.38,6.21,0
9.4,9.15,0
9.56,9.71,1
7.42,7.79,0
7.46,7.58,0
6.12,5.87,0
6.22,5.75,0
7.42,7.46,0
8.8,9.26,0
7.02,6.72,0
6.98,6.77,0
9.05,9.21,0
6.24,6.36,0
6.64,6.48,0
5.14,5.57,0
6.22,5.81,0
9.46,9.31,1
5.97,6.01,0
5.74,5.28,0
7.81,7.65,0
8.88,8.74,0
9.71,9.24,0
6.78,7.26,0
7.42,7.75,0
8.54,8.78,0
9.64,9.29,0
8.5,8.18,1
6.66,6.96,0
5,5.21,0
6.01,6.36,0
9.85,9.86,0
7.81,8,0
8.51,8.92,1
5.41,5.91,0
5.32,5.32,0
5.28,5.35,0
8.6,8.39,0
5.44,5.93,0
6.19,6.19,0
6.09,6.19,0
5.21,5.51,0
9.45,9.86,0
10.08,9.99,0
5.01,5.39,0
5.36,5.59,0
5.8,5.77,0
8.68,9,0
5.89,5.93,0
7.87,7.68,0
8.38,8.31,1
7.08,7.12,0
9.41,9.67,0
8.13,8.11,0
5.56,5.48,0
5.77,6.08,0
6.18,5.98,0
7.59,7.57,0
5.15,5.56,0
6.72,7.12,0
6.21,6.49,0
9.83,9.97,0
5.43,5.88,0
6.57,6.69,0
8.6,8.88,0
7.22,7.37,0
7.11,7.15,0
8.99,9.02,0
9.37,9.03,0
7.19,6.89,0
9.1,9.22,0
6.52,6.52,1
8.9,8.72,1
8.04,8.15,1
5.3,5.1,0
5.43,5.09,0
5.24,5.23,0
6.1,5.87,0
5.88,6.16,1
9.1,8.78,0
9.05,8.65,1
7.47,7.97,0
6.39,6.57,0
5.34,5.4,0
9.31,8.93,0
7.03,7.42,0
6.16,5.67,0
7.79,8.22,0
8,7.78,0
9.69,9.27,1
8.19,8.08,1
9.61,9.79,1
6.38,6.79,0
8.82,9.2,1
9.62,9.99,0
9.91,9.77,1
7.56,7.92,0
5.6,5.57,0
8.7,8.7,0
7.82,7.72,0
5.82,5.46,0
7.71,7.71,0
6.72,6.74,1
4.99,5.14,0
8.02,8.34,0
7.48,7.25,0
9.84,9.77,1
8.86,8.93,0
7.79,7.87,0
6.65,6.58,0
7.19,6.73,0
9.15,9.53,1
5.97,5.93,0
7.98,8.44,1
7.24,7.61,0
6.33,6.65,0
6.97,7.34,0
8.49,8.68,0
9.08,9.43,0
9.41,9.29,0
7.73,7.44,0
9.03,8.57,0
6.27,5.94,0
8.67,8.5,0
7.66,7.64,0
8.72,8.84,0
7.21,6.86,0
6.6,6.48,0
8.69,8.48,0
7.3,7.17,0
5.28,5.65,0
8.36,8.58,1
5.66,5.58,0
7.68,8.17,0
7.96,8.31,1
4.73,5.22,0
5.39,5.86,0
6.58,6.68,1
8.95,8.47,0
10.1,9.98,0
7.58,7.83,0
7.02,6.94,0
7.39,7.46,0
8.64,8.34,0
9.46,9.95,0
6.97,6.98,0
7.64,7.95,0
8.04,8.07,0
9.63,9.22,0
10.42,9.96,0
6.01,5.96,0
6.76,6.46,0
8.37,8.42,1
7,7.19,0
9.5,9.54,0
5.98,6.44,0
9.85,9.66,0
5.45,5.75,1
6.79,6.88,0
9.69,9.6,1
6.15,6.47,0
7.24,7.07,0
10.25,9.97,0
7.08,6.64,0
4.56,5.01,0
7.4,7.63,0
8.7,8.36,0
8.45,8.53,1
5.85,6.06,0
6.82,7.17,0
7.46,7.37,1
6.87,7.04,0
5.33,5.22,0
7.22,6.95,0
8.36,8.44,1
8.79,8.53,0
8.04,8.05,0
8.55,8.08,1
7.62,7.96,0
8.67,8.64,0
6.4,6.15,0
6.16,6.65,0
7.17,6.8,0
5.27,5.3,0
8.97,8.84,0
7.64,7.83,0
7,6.91,0
7.56,7.94,0
8.08,8.32,0
5.49,5.1,0
7.69,8.12,0
9.29,9.09,0
5.34,5.23,0
5.4,5.54,0
6.78,6.37,0
6.17,6.51,0
7.41,7.38,0
7.76,8.14,0
6.54,6.6,0
6.98,6.83,0
5.58,5.46,0
7.56,7.61,0
7.2,7.07,0
6.12,6.61,0
9.23,9.54,1
8.75,8.73,0
5.28,5.68,0
5.37,5.77,0
7.2,6.86,0
5.63,5.85,0
5.52,5.92,0
10.12,9.78,0
7.59,7.62,0
7.96,8.33,0
6.15,6.03,0
7.64,7.98,0
6.16,6.65,0
5.26,5.06,0
8,8.42,1
7.66,7.19,0
9.77,9.71,0
8.3,8.2,1
4.77,5.09,0
10.17,9.85,0
5.93,5.53,0
9.55,9.66,0
7.71,7.89,0
9.48,9.1,1
9.73,9.43,0
7.24,7.55,0
5.12,5.02,0
8.25,8.63,0
5.16,5.02,0
8.85,8.73,1
8.76,8.86,0
9.53,9.64,0
8.43,8.57,1
6.12,5.97,0
9.66,9.26,1
9.95,9.5,0
8.89,9.29,1
6.23,6.47,0
8.36,8,0
8.41,8.76,0
9.09,9.1,1
6.85,7.2,0
8.23,7.86,0
5.52,5.96,0
8.52,8.89,0
7.11,7.61,0
9.24,9.27,1
6.37,6.29,0
8,7.82,0
4.97,5.12,0
5.86,6.12,0
8.98,8.73,1
7.92,7.65,0
8.28,8.53,1
5.32,5.2,0
9.79,9.45,0
9.56,9.47,0
8.08,7.72,0
6.37,6.8,0
6.21,6.41,0
8.15,8.2,1
9.31,9.74,0
9.71,9.84,0
9.05,9.39,1
7.24,7.15,0
8.01,8.29,1
6.03,5.98,0
5.96,5.5,0
8.54,8.87,1
9.8,9.56,0
5.48,5.22,0
7.28,7.45,0
9.76,9.95,0
9.21,9.4,0
6.34,6.13,0
5.95,5.93,0
6.82,6.97,0
5.81,6.05,0
6.27,5.96,0
4.61,5.03,0
8.73,8.78,1
9.56,9.73,0
7.61,8.05,0
9.79,9.57,1
6.96,7.3,0
5.25,5.74,0
5.47,5.56,0
5.01,5.49,0
9.17,8.91,1
7.31,7.05,0
9.63,9.41,1
8.66,9.13,1
9.51,9.78,0
9.55,9.22,1
9.17,9.07,0
8.26,8.51,0
5.95,5.46,0
8.18,8.49,0
8.4,8.44,1
8.19,8.35,0
9.44,9.11,0
6.72,6.99,0
4.99,5.39,0
6.07,6.17,0
7.89,7.57,0
4.86,5,0
6.65,6.88,0
6.35,6.3,0
7.73,7.91,0
8.32,8.28,0
8.05,7.6,0
8.73,8.56,1
8.27,8.43,1
9.74,9.87,1
7.66,8.07,1
5.79,5.74,0
7.52,7.61,0
7.47,7.91,0
6.85,7.28,0
8.59,8.17,0
5.48,5.66,0
8.07,8.08,1
9.89,9.94,0
5.01,5.46,0
6.63,6.35,1
7.66,7.29,0
8.42,8.39,0
4.8,5.2,0
8.37,8.42,0
7.05,7.43,0
7.92,8.32,0
6.63,6.41,0
9.5,9.91,0
5.67,6.04,0
4.68,5.02,0
9.97,9.66,0
7.3,7.62,0
5.65,5.84,0
9.47,9.8,0
8.91,8.98,1
5.69,5.55,0
7.24,7.42,0
7.32,7.47,0
8.58,8.92,0
10.03,9.56,0
8.18,8.35,0
7.48,7.61,0
9.1,9.36,0
9.69,9.38,0
9.37,9.59,0
8.42,8.72,0
7.97,7.98,0
8.25,8.05,1
7.98,7.73,0
7.06,7.15,0
9.39,9.34,1
8.97,9.14,0
5.44,5.27,0
6.11,6.39,0
6.56,6.85,0
7.51,7.63,0
5.64,5.49,0
7.56,7.66,0
6.43,6.25,0
5.12,5.27,0
8.17,8.39,0
5.49,5.08,0
8.72,8.66,0
6.8,7.19,0
8.11,8.31,0
8.49,8.7,0
7.95,8.27,0
9.16,8.96,0
5.58,5.44,0
5.22,5.23,0
9.46,9.28,1
7.83,8.21,0
6.98,6.9,1
9.03,8.61,0
6.5,6.54,0
10.11,9.98,0
8.8,8.59,0
7.45,7.94,1
5.87,6.36,0
8.62,8.83,0
7.67,7.58,0
6.27,6.38,1
6.75,6.56,0
8.68,8.69,1
6.95,7.36,0
10.03,9.97,1
8.98,8.97,0
6.41,6.04,0
8.05,7.76,0
8.08,8.25,1
9.89,9.44,0
5.6,5.43,0
8.64,9.1,0
8.96,8.98,0
5.97,6.36,0
6.73,6.9,0
8.71,8.75,1
5.72,6.13,0
6.4,6.62,0
7.84,7.99,0
6.47,6.9,1
9.21,9.35,0
5.73,6.11,0
6.87,7.34,0
9.81,9.93,0
6.98,7.28,0
6.94,7.26,0
5.69,5.76,0
7.85,7.41,0
9.18,9.15,0
6.81,7.12,0
9.73,9.43,0
7.45,7.88,0
8.01,8.4,0
8.32,7.99,1
7.38,7.38,0
8.68,8.71,1
7.13,7.23,0
9.32,8.95,0
7.92,8.19,0
6.42,6.24,0
6.11,6.25,0
8.92,9.2,0
5.61,5.7,0
5.47,5.82,0
6.13,6.29,1
5.78,6.17,0
6.8,6.36,0
6.99,6.68,0
5.38,5.3,0
5.9,5.74,0
8.86,8.79,1
5.56,5.64,0
9.39,9.04,0
7.12,7.12,0
6.65,7.12,0
8.83,9.17,0
5.88,5.86,0
9.47,9.75,0
6.25,5.98,0
6.62,6.88,0
9.74,9.53,1
7.04,6.94,1
7.01,6.67,0
5.48,5.8,0
10.14,9.82,0
9.08,9.43,0
5.05,5.54,0
5.3,5.39,1
7.42,7.77,0
5.93,5.53,1
7.11,7.22,0
7.41,7.41,0
4.85,5.11,0
4.7,5.03,0
8.1,8.01,0
9.95,9.88,0
9.72,9.71,1
7.96,7.69,0
6.25,6.47,0
9.61,9.66,1
7.01,7.47,0
9.37,9.05,0
5.99,6.44,0
8.28,7.98,1
9.83,9.82,0
7.34,7.84,0
5.49,5.2,0
7.93,8.27,0
9.55,9.29,1
7.95,7.83,0
8.8,8.56,0
6.09,5.83,0
10.04,9.67,0
5.24,5.61,0
5.07,5.05,0
9.09,8.87,0
7.29,7.41,0
5.23,5.2,0
8.87,8.67,1
7.41,7.13,0
6.7,6.28,0
6.4,6.01,0
9.57,9.49,0
6.83,6.57,0
5.48,5.17,0
4.7,5.09,1
9.49,9.91,1
5.74,5.5,0
8.81,9.02,0
9.45,9.25,0
8.18,8.57,1
7.78,7.44,0
5.5,5.84,1
7.35,7.63,0
5.25,5.32,0
7.11,7.45,0
7.2,6.82,0
6.09,6.53,0
8.55,8.98,0
5.34,5.56,0
6.39,6.37,0
5.53,5.69,0
9.61,9.3,1
7.91,7.53,0
10.03,9.85,1
9.16,8.87,0
5.92,5.92,0
8.08,8.28,1
8.31,8.06,0
7.42,7.79,0
6.16,6.5,0
8.11,7.62,0
7.18,7.41,0
6.37,6.38,0
10.35,9.9,0
7.01,7.32,0
5.55,5.27,0
8.64,8.7,0
5.78,5.99,0
8.76,8.54,0
9.71,9.61,1
5.19,5.69,0
7.08,7.19,0
9.03,9.14,0
6.6,6.13,0
7.26,7.03,0
6.01,6.29,0
7.02,6.97,0
5.53,5.97,0
7.91,7.63,0
6.15,6.52,0
5.24,5.65,0
6.02,5.53,0
7.67,7.21,1
9.38,9.17,1
10.05,9.62,0
9.81,9.94,0
9.06,8.63,0
5.99,5.59,0
5.17,5.45,0
5.42,5.89,0
8.57,8.41,0
8.06,7.74,0
7.59,7.17,0
6.54,6.81,0
7.7,7.23,0
5.56,5.89,1
4.82,5.18,0
5.24,5.1,0
6.85,6.77,0
9.32,9.6,0
9.41,9.12,0
5.51,5.92,1
7.07,7,0
5.61,5.33,0
9.02,9.48,1
8.9,9.28,0
5.28,5.26,0
8.34,8.21,0
9.42,9.55,0
5.73,5.72,0
7.11,7.2,0
9.43,8.99,0
8.41,8.29,1
8.14,7.78,0
7.7,7.22,0
8.85,8.84,0
9.41,9.57,0
9.84,9.55,0
5.61,5.83,0
6.46,6.58,0
9.38,9.82,0
10.27,9.92,0
8.81,8.35,0
5.33,5.62,0
7.36,7.81,0
7.88,7.91,0
7.6,7.5,0
6.21,6.52,1
5.54,5.53,0
9.31,8.83,0
5.39,5.88,0
7.29,7.28,0
5.97,6.24,0
8.56,8.6,0
8.71,9.16,0
9.25,9.07,1
5.86,6.34,0
9.71,9.91,0
8.37,8.43,1
7.68,7.66,0
7.11,6.79,0
6.09,5.62,0
7.35,7.5,0
9.3,9.78,0
9.34,9.15,0
8.91,8.76,0
8.61,8.87,0
5.47,5.57,0
6.97,6.79,0
8.21,8.11,0
8.07,8.5,1
8.74,8.85,0
7.66,8.02,0
8.13,7.65,1
9.69,9.36,0
9.2,9.61,1
8.58,8.11,0
5.92,6.18,0
7.33,7.47,0
8.02,7.63,0
8.24,8.44,0
4.79,5.25,0
9.05,8.75,1
8.06,8.19,0
4.78,5.16,0
6.83,6.71,0
6.76,6.45,0
7.94,7.5,0
7.6,7.6,0
8.51,8.43,1
9.45,9.31,0
5.32,5.52,0
8.39,8.31,0
5.59,5.69,0
8.27,8.51,0
